Vessel Name: H1299-Nuc-RFP_seed-500_metformin-gradient
Date Time	Elapsed	Metformin 0.01 mM (B2), Image 1	Metformin 0.01 mM (B2), Image 2	Metformin 0.01 mM (B2), Image 3	Metformin 0.01 mM (B2), Image 4	Metformin 0.01 mM (B2), Image 5	Metformin 0.01 mM (B2), Image 6	Metformin 0.01 mM (B2), Image 7	Metformin 0.01 mM (B2), Image 8	Metformin 0.01 mM (B2), Image 9	Metformin 0.01 mM (C2), Image 1	Metformin 0.01 mM (C2), Image 2	Metformin 0.01 mM (C2), Image 3	Metformin 0.01 mM (C2), Image 4	Metformin 0.01 mM (C2), Image 5	Metformin 0.01 mM (C2), Image 6	Metformin 0.01 mM (C2), Image 7	Metformin 0.01 mM (C2), Image 8	Metformin 0.01 mM (C2), Image 9	Metformin 0.01 mM (D2), Image 1	Metformin 0.01 mM (D2), Image 2	Metformin 0.01 mM (D2), Image 3	Metformin 0.01 mM (D2), Image 4	Metformin 0.01 mM (D2), Image 5	Metformin 0.01 mM (D2), Image 6	Metformin 0.01 mM (D2), Image 7	Metformin 0.01 mM (D2), Image 8	Metformin 0.01 mM (D2), Image 9	Metformin 0.01 mM (E2), Image 1	Metformin 0.01 mM (E2), Image 2	Metformin 0.01 mM (E2), Image 3	Metformin 0.01 mM (E2), Image 4	Metformin 0.01 mM (E2), Image 5	Metformin 0.01 mM (E2), Image 6	Metformin 0.01 mM (E2), Image 7	Metformin 0.01 mM (E2), Image 8	Metformin 0.01 mM (E2), Image 9	Metformin 0.01 mM (F2), Image 1	Metformin 0.01 mM (F2), Image 2	Metformin 0.01 mM (F2), Image 3	Metformin 0.01 mM (F2), Image 4	Metformin 0.01 mM (F2), Image 5	Metformin 0.01 mM (F2), Image 6	Metformin 0.01 mM (F2), Image 7	Metformin 0.01 mM (F2), Image 8	Metformin 0.01 mM (F2), Image 9	Metformin 0.01 mM (G2), Image 1	Metformin 0.01 mM (G2), Image 2	Metformin 0.01 mM (G2), Image 3	Metformin 0.01 mM (G2), Image 4	Metformin 0.01 mM (G2), Image 5	Metformin 0.01 mM (G2), Image 6	Metformin 0.01 mM (G2), Image 7	Metformin 0.01 mM (G2), Image 8	Metformin 0.01 mM (G2), Image 9	Metformin 0.08 mM (B3), Image 1	Metformin 0.08 mM (B3), Image 2	Metformin 0.08 mM (B3), Image 3	Metformin 0.08 mM (B3), Image 4	Metformin 0.08 mM (B3), Image 5	Metformin 0.08 mM (B3), Image 6	Metformin 0.08 mM (B3), Image 7	Metformin 0.08 mM (B3), Image 8	Metformin 0.08 mM (B3), Image 9	Metformin 0.08 mM (C3), Image 1	Metformin 0.08 mM (C3), Image 2	Metformin 0.08 mM (C3), Image 3	Metformin 0.08 mM (C3), Image 4	Metformin 0.08 mM (C3), Image 5	Metformin 0.08 mM (C3), Image 6	Metformin 0.08 mM (C3), Image 7	Metformin 0.08 mM (C3), Image 8	Metformin 0.08 mM (C3), Image 9	Metformin 0.08 mM (D3), Image 1	Metformin 0.08 mM (D3), Image 2	Metformin 0.08 mM (D3), Image 3	Metformin 0.08 mM (D3), Image 4	Metformin 0.08 mM (D3), Image 5	Metformin 0.08 mM (D3), Image 6	Metformin 0.08 mM (D3), Image 7	Metformin 0.08 mM (D3), Image 8	Metformin 0.08 mM (D3), Image 9	Metformin 0.08 mM (F3), Image 1	Metformin 0.08 mM (F3), Image 2	Metformin 0.08 mM (F3), Image 3	Metformin 0.08 mM (F3), Image 4	Metformin 0.08 mM (F3), Image 5	Metformin 0.08 mM (F3), Image 6	Metformin 0.08 mM (F3), Image 7	Metformin 0.08 mM (F3), Image 8	Metformin 0.08 mM (F3), Image 9	Metformin 0.08 mM (G3), Image 1	Metformin 0.08 mM (G3), Image 2	Metformin 0.08 mM (G3), Image 3	Metformin 0.08 mM (G3), Image 4	Metformin 0.08 mM (G3), Image 5	Metformin 0.08 mM (G3), Image 6	Metformin 0.08 mM (G3), Image 7	Metformin 0.08 mM (G3), Image 8	Metformin 0.08 mM (G3), Image 9	Metformin 0.16 mM (B4), Image 1	Metformin 0.16 mM (B4), Image 2	Metformin 0.16 mM (B4), Image 3	Metformin 0.16 mM (B4), Image 4	Metformin 0.16 mM (B4), Image 5	Metformin 0.16 mM (B4), Image 6	Metformin 0.16 mM (B4), Image 7	Metformin 0.16 mM (B4), Image 8	Metformin 0.16 mM (B4), Image 9	Metformin 0.16 mM (C4), Image 1	Metformin 0.16 mM (C4), Image 2	Metformin 0.16 mM (C4), Image 3	Metformin 0.16 mM (C4), Image 4	Metformin 0.16 mM (C4), Image 5	Metformin 0.16 mM (C4), Image 6	Metformin 0.16 mM (C4), Image 7	Metformin 0.16 mM (C4), Image 8	Metformin 0.16 mM (C4), Image 9	Metformin 0.16 mM (D4), Image 1	Metformin 0.16 mM (D4), Image 2	Metformin 0.16 mM (D4), Image 3	Metformin 0.16 mM (D4), Image 4	Metformin 0.16 mM (D4), Image 5	Metformin 0.16 mM (D4), Image 6	Metformin 0.16 mM (D4), Image 7	Metformin 0.16 mM (D4), Image 8	Metformin 0.16 mM (D4), Image 9	Metformin 0.16 mM (E4), Image 1	Metformin 0.16 mM (E4), Image 2	Metformin 0.16 mM (E4), Image 3	Metformin 0.16 mM (E4), Image 4	Metformin 0.16 mM (E4), Image 5	Metformin 0.16 mM (E4), Image 6	Metformin 0.16 mM (E4), Image 7	Metformin 0.16 mM (E4), Image 8	Metformin 0.16 mM (E4), Image 9	Metformin 0.16 mM (F4), Image 1	Metformin 0.16 mM (F4), Image 2	Metformin 0.16 mM (F4), Image 3	Metformin 0.16 mM (F4), Image 4	Metformin 0.16 mM (F4), Image 5	Metformin 0.16 mM (F4), Image 6	Metformin 0.16 mM (F4), Image 7	Metformin 0.16 mM (F4), Image 8	Metformin 0.16 mM (F4), Image 9	Metformin 0.16 mM (G4), Image 1	Metformin 0.16 mM (G4), Image 2	Metformin 0.16 mM (G4), Image 3	Metformin 0.16 mM (G4), Image 4	Metformin 0.16 mM (G4), Image 5	Metformin 0.16 mM (G4), Image 6	Metformin 0.16 mM (G4), Image 7	Metformin 0.16 mM (G4), Image 8	Metformin 0.16 mM (G4), Image 9	Metformin 0.31 mM (B5), Image 1	Metformin 0.31 mM (B5), Image 2	Metformin 0.31 mM (B5), Image 3	Metformin 0.31 mM (B5), Image 4	Metformin 0.31 mM (B5), Image 5	Metformin 0.31 mM (B5), Image 6	Metformin 0.31 mM (B5), Image 7	Metformin 0.31 mM (B5), Image 8	Metformin 0.31 mM (B5), Image 9	Metformin 0.31 mM (C5), Image 1	Metformin 0.31 mM (C5), Image 2	Metformin 0.31 mM (C5), Image 3	Metformin 0.31 mM (C5), Image 4	Metformin 0.31 mM (C5), Image 5	Metformin 0.31 mM (C5), Image 6	Metformin 0.31 mM (C5), Image 7	Metformin 0.31 mM (C5), Image 8	Metformin 0.31 mM (C5), Image 9	Metformin 0.31 mM (D5), Image 1	Metformin 0.31 mM (D5), Image 2	Metformin 0.31 mM (D5), Image 3	Metformin 0.31 mM (D5), Image 4	Metformin 0.31 mM (D5), Image 5	Metformin 0.31 mM (D5), Image 6	Metformin 0.31 mM (D5), Image 7	Metformin 0.31 mM (D5), Image 8	Metformin 0.31 mM (D5), Image 9	Metformin 0.31 mM (E5), Image 1	Metformin 0.31 mM (E5), Image 2	Metformin 0.31 mM (E5), Image 3	Metformin 0.31 mM (E5), Image 4	Metformin 0.31 mM (E5), Image 5	Metformin 0.31 mM (E5), Image 6	Metformin 0.31 mM (E5), Image 7	Metformin 0.31 mM (E5), Image 8	Metformin 0.31 mM (E5), Image 9	Metformin 0.31 mM (F5), Image 1	Metformin 0.31 mM (F5), Image 2	Metformin 0.31 mM (F5), Image 3	Metformin 0.31 mM (F5), Image 4	Metformin 0.31 mM (F5), Image 5	Metformin 0.31 mM (F5), Image 6	Metformin 0.31 mM (F5), Image 7	Metformin 0.31 mM (F5), Image 8	Metformin 0.31 mM (F5), Image 9	Metformin 0.31 mM (G5), Image 1	Metformin 0.31 mM (G5), Image 2	Metformin 0.31 mM (G5), Image 3	Metformin 0.31 mM (G5), Image 4	Metformin 0.31 mM (G5), Image 5	Metformin 0.31 mM (G5), Image 6	Metformin 0.31 mM (G5), Image 7	Metformin 0.31 mM (G5), Image 8	Metformin 0.31 mM (G5), Image 9	Metformin 0.63 mM (B6), Image 1	Metformin 0.63 mM (B6), Image 2	Metformin 0.63 mM (B6), Image 3	Metformin 0.63 mM (B6), Image 4	Metformin 0.63 mM (B6), Image 5	Metformin 0.63 mM (B6), Image 6	Metformin 0.63 mM (B6), Image 7	Metformin 0.63 mM (B6), Image 8	Metformin 0.63 mM (B6), Image 9	Metformin 0.63 mM (C6), Image 1	Metformin 0.63 mM (C6), Image 2	Metformin 0.63 mM (C6), Image 3	Metformin 0.63 mM (C6), Image 4	Metformin 0.63 mM (C6), Image 5	Metformin 0.63 mM (C6), Image 6	Metformin 0.63 mM (C6), Image 7	Metformin 0.63 mM (C6), Image 8	Metformin 0.63 mM (C6), Image 9	Metformin 0.63 mM (D6), Image 1	Metformin 0.63 mM (D6), Image 2	Metformin 0.63 mM (D6), Image 3	Metformin 0.63 mM (D6), Image 4	Metformin 0.63 mM (D6), Image 5	Metformin 0.63 mM (D6), Image 6	Metformin 0.63 mM (D6), Image 7	Metformin 0.63 mM (D6), Image 8	Metformin 0.63 mM (D6), Image 9	Metformin 0.63 mM (E6), Image 1	Metformin 0.63 mM (E6), Image 2	Metformin 0.63 mM (E6), Image 3	Metformin 0.63 mM (E6), Image 4	Metformin 0.63 mM (E6), Image 5	Metformin 0.63 mM (E6), Image 6	Metformin 0.63 mM (E6), Image 7	Metformin 0.63 mM (E6), Image 8	Metformin 0.63 mM (E6), Image 9	Metformin 0.63 mM (F6), Image 1	Metformin 0.63 mM (F6), Image 2	Metformin 0.63 mM (F6), Image 3	Metformin 0.63 mM (F6), Image 4	Metformin 0.63 mM (F6), Image 5	Metformin 0.63 mM (F6), Image 6	Metformin 0.63 mM (F6), Image 7	Metformin 0.63 mM (F6), Image 8	Metformin 0.63 mM (F6), Image 9	Metformin 0.63 mM (G6), Image 1	Metformin 0.63 mM (G6), Image 2	Metformin 0.63 mM (G6), Image 3	Metformin 0.63 mM (G6), Image 4	Metformin 0.63 mM (G6), Image 5	Metformin 0.63 mM (G6), Image 6	Metformin 0.63 mM (G6), Image 7	Metformin 0.63 mM (G6), Image 8	Metformin 0.63 mM (G6), Image 9	Metformin 1.25 mM (B7), Image 1	Metformin 1.25 mM (B7), Image 2	Metformin 1.25 mM (B7), Image 3	Metformin 1.25 mM (B7), Image 4	Metformin 1.25 mM (B7), Image 5	Metformin 1.25 mM (B7), Image 6	Metformin 1.25 mM (B7), Image 7	Metformin 1.25 mM (B7), Image 8	Metformin 1.25 mM (B7), Image 9	Metformin 1.25 mM (C7), Image 1	Metformin 1.25 mM (C7), Image 2	Metformin 1.25 mM (C7), Image 3	Metformin 1.25 mM (C7), Image 4	Metformin 1.25 mM (C7), Image 5	Metformin 1.25 mM (C7), Image 6	Metformin 1.25 mM (C7), Image 7	Metformin 1.25 mM (C7), Image 8	Metformin 1.25 mM (C7), Image 9	Metformin 1.25 mM (D7), Image 1	Metformin 1.25 mM (D7), Image 2	Metformin 1.25 mM (D7), Image 3	Metformin 1.25 mM (D7), Image 4	Metformin 1.25 mM (D7), Image 5	Metformin 1.25 mM (D7), Image 6	Metformin 1.25 mM (D7), Image 7	Metformin 1.25 mM (D7), Image 8	Metformin 1.25 mM (D7), Image 9	Metformin 1.25 mM (E7), Image 1	Metformin 1.25 mM (E7), Image 2	Metformin 1.25 mM (E7), Image 3	Metformin 1.25 mM (E7), Image 4	Metformin 1.25 mM (E7), Image 5	Metformin 1.25 mM (E7), Image 6	Metformin 1.25 mM (E7), Image 7	Metformin 1.25 mM (E7), Image 8	Metformin 1.25 mM (E7), Image 9	Metformin 1.25 mM (G7), Image 1	Metformin 1.25 mM (G7), Image 2	Metformin 1.25 mM (G7), Image 3	Metformin 1.25 mM (G7), Image 4	Metformin 1.25 mM (G7), Image 5	Metformin 1.25 mM (G7), Image 6	Metformin 1.25 mM (G7), Image 7	Metformin 1.25 mM (G7), Image 8	Metformin 1.25 mM (G7), Image 9	Metformin 2.5 mM (B8), Image 1	Metformin 2.5 mM (B8), Image 2	Metformin 2.5 mM (B8), Image 3	Metformin 2.5 mM (B8), Image 4	Metformin 2.5 mM (B8), Image 5	Metformin 2.5 mM (B8), Image 6	Metformin 2.5 mM (B8), Image 7	Metformin 2.5 mM (B8), Image 8	Metformin 2.5 mM (B8), Image 9	Metformin 2.5 mM (C8), Image 1	Metformin 2.5 mM (C8), Image 2	Metformin 2.5 mM (C8), Image 3	Metformin 2.5 mM (C8), Image 4	Metformin 2.5 mM (C8), Image 5	Metformin 2.5 mM (C8), Image 6	Metformin 2.5 mM (C8), Image 7	Metformin 2.5 mM (C8), Image 8	Metformin 2.5 mM (C8), Image 9	Metformin 2.5 mM (D8), Image 1	Metformin 2.5 mM (D8), Image 2	Metformin 2.5 mM (D8), Image 3	Metformin 2.5 mM (D8), Image 4	Metformin 2.5 mM (D8), Image 5	Metformin 2.5 mM (D8), Image 6	Metformin 2.5 mM (D8), Image 7	Metformin 2.5 mM (D8), Image 8	Metformin 2.5 mM (D8), Image 9	Metformin 2.5 mM (E8), Image 1	Metformin 2.5 mM (E8), Image 2	Metformin 2.5 mM (E8), Image 3	Metformin 2.5 mM (E8), Image 4	Metformin 2.5 mM (E8), Image 5	Metformin 2.5 mM (E8), Image 6	Metformin 2.5 mM (E8), Image 7	Metformin 2.5 mM (E8), Image 8	Metformin 2.5 mM (E8), Image 9	Metformin 2.5 mM (F8), Image 1	Metformin 2.5 mM (F8), Image 2	Metformin 2.5 mM (F8), Image 3	Metformin 2.5 mM (F8), Image 4	Metformin 2.5 mM (F8), Image 5	Metformin 2.5 mM (F8), Image 6	Metformin 2.5 mM (F8), Image 7	Metformin 2.5 mM (F8), Image 8	Metformin 2.5 mM (F8), Image 9	Metformin 2.5 mM (G8), Image 1	Metformin 2.5 mM (G8), Image 2	Metformin 2.5 mM (G8), Image 3	Metformin 2.5 mM (G8), Image 4	Metformin 2.5 mM (G8), Image 5	Metformin 2.5 mM (G8), Image 6	Metformin 2.5 mM (G8), Image 7	Metformin 2.5 mM (G8), Image 8	Metformin 2.5 mM (G8), Image 9	Metformin 5 mM (B9), Image 1	Metformin 5 mM (B9), Image 2	Metformin 5 mM (B9), Image 3	Metformin 5 mM (B9), Image 4	Metformin 5 mM (B9), Image 5	Metformin 5 mM (B9), Image 6	Metformin 5 mM (B9), Image 7	Metformin 5 mM (B9), Image 8	Metformin 5 mM (B9), Image 9	Metformin 5 mM (C9), Image 1	Metformin 5 mM (C9), Image 2	Metformin 5 mM (C9), Image 3	Metformin 5 mM (C9), Image 4	Metformin 5 mM (C9), Image 5	Metformin 5 mM (C9), Image 6	Metformin 5 mM (C9), Image 7	Metformin 5 mM (C9), Image 8	Metformin 5 mM (C9), Image 9	Metformin 5 mM (D9), Image 1	Metformin 5 mM (D9), Image 2	Metformin 5 mM (D9), Image 3	Metformin 5 mM (D9), Image 4	Metformin 5 mM (D9), Image 5	Metformin 5 mM (D9), Image 6	Metformin 5 mM (D9), Image 7	Metformin 5 mM (D9), Image 8	Metformin 5 mM (D9), Image 9	Metformin 5 mM (E9), Image 1	Metformin 5 mM (E9), Image 2	Metformin 5 mM (E9), Image 3	Metformin 5 mM (E9), Image 4	Metformin 5 mM (E9), Image 5	Metformin 5 mM (E9), Image 6	Metformin 5 mM (E9), Image 7	Metformin 5 mM (E9), Image 8	Metformin 5 mM (E9), Image 9	Metformin 5 mM (F9), Image 1	Metformin 5 mM (F9), Image 2	Metformin 5 mM (F9), Image 3	Metformin 5 mM (F9), Image 4	Metformin 5 mM (F9), Image 5	Metformin 5 mM (F9), Image 6	Metformin 5 mM (F9), Image 7	Metformin 5 mM (F9), Image 8	Metformin 5 mM (F9), Image 9	Metformin 5 mM (G9), Image 1	Metformin 5 mM (G9), Image 2	Metformin 5 mM (G9), Image 3	Metformin 5 mM (G9), Image 4	Metformin 5 mM (G9), Image 5	Metformin 5 mM (G9), Image 6	Metformin 5 mM (G9), Image 7	Metformin 5 mM (G9), Image 8	Metformin 5 mM (G9), Image 9	Metformin 10 mM (B10), Image 1	Metformin 10 mM (B10), Image 2	Metformin 10 mM (B10), Image 3	Metformin 10 mM (B10), Image 4	Metformin 10 mM (B10), Image 5	Metformin 10 mM (B10), Image 6	Metformin 10 mM (B10), Image 7	Metformin 10 mM (B10), Image 8	Metformin 10 mM (B10), Image 9	Metformin 10 mM (C10), Image 1	Metformin 10 mM (C10), Image 2	Metformin 10 mM (C10), Image 3	Metformin 10 mM (C10), Image 4	Metformin 10 mM (C10), Image 5	Metformin 10 mM (C10), Image 6	Metformin 10 mM (C10), Image 7	Metformin 10 mM (C10), Image 8	Metformin 10 mM (C10), Image 9	Metformin 10 mM (D10), Image 1	Metformin 10 mM (D10), Image 2	Metformin 10 mM (D10), Image 3	Metformin 10 mM (D10), Image 4	Metformin 10 mM (D10), Image 5	Metformin 10 mM (D10), Image 6	Metformin 10 mM (D10), Image 7	Metformin 10 mM (D10), Image 8	Metformin 10 mM (D10), Image 9	Metformin 10 mM (E10), Image 1	Metformin 10 mM (E10), Image 2	Metformin 10 mM (E10), Image 3	Metformin 10 mM (E10), Image 4	Metformin 10 mM (E10), Image 5	Metformin 10 mM (E10), Image 6	Metformin 10 mM (E10), Image 7	Metformin 10 mM (E10), Image 8	Metformin 10 mM (E10), Image 9	Metformin 10 mM (F10), Image 1	Metformin 10 mM (F10), Image 2	Metformin 10 mM (F10), Image 3	Metformin 10 mM (F10), Image 4	Metformin 10 mM (F10), Image 5	Metformin 10 mM (F10), Image 6	Metformin 10 mM (F10), Image 7	Metformin 10 mM (F10), Image 8	Metformin 10 mM (F10), Image 9	Metformin 10 mM (G10), Image 1	Metformin 10 mM (G10), Image 2	Metformin 10 mM (G10), Image 3	Metformin 10 mM (G10), Image 4	Metformin 10 mM (G10), Image 5	Metformin 10 mM (G10), Image 6	Metformin 10 mM (G10), Image 7	Metformin 10 mM (G10), Image 8	Metformin 10 mM (G10), Image 9	Metformin 20 mM (B11), Image 1	Metformin 20 mM (B11), Image 2	Metformin 20 mM (B11), Image 3	Metformin 20 mM (B11), Image 4	Metformin 20 mM (B11), Image 5	Metformin 20 mM (B11), Image 6	Metformin 20 mM (B11), Image 7	Metformin 20 mM (B11), Image 8	Metformin 20 mM (B11), Image 9	Metformin 20 mM (D11), Image 1	Metformin 20 mM (D11), Image 2	Metformin 20 mM (D11), Image 3	Metformin 20 mM (D11), Image 4	Metformin 20 mM (D11), Image 5	Metformin 20 mM (D11), Image 6	Metformin 20 mM (D11), Image 7	Metformin 20 mM (D11), Image 8	Metformin 20 mM (D11), Image 9	Metformin 20 mM (F11), Image 1	Metformin 20 mM (F11), Image 2	Metformin 20 mM (F11), Image 3	Metformin 20 mM (F11), Image 4	Metformin 20 mM (F11), Image 5	Metformin 20 mM (F11), Image 6	Metformin 20 mM (F11), Image 7	Metformin 20 mM (F11), Image 8	Metformin 20 mM (F11), Image 9	Metformin 20 mM (G11), Image 1	Metformin 20 mM (G11), Image 2	Metformin 20 mM (G11), Image 3	Metformin 20 mM (G11), Image 4	Metformin 20 mM (G11), Image 5	Metformin 20 mM (G11), Image 6	Metformin 20 mM (G11), Image 7	Metformin 20 mM (G11), Image 8	Metformin 20 mM (G11), Image 9
1/11/2021 2:20:00 AM	0	830	519	726	830	986	986	1038	207	726	155	1194	1194	675	1557	1142	1038	934	1298	726	675	1142	155	103	207	882	363	1869	103	571	934	1246	623	1298	415	1090	1350	934	571	1869	207	882	1090	882	1038	1246	623	1038	1246	311	675	882	519	1298	623	207	467	1765	934	571	1090	363	1038	986	467	986	1869	363	1194	1142	623	519	1298	415	623	726	363	1038	1298	311	519	1609	726	1142	882	103	934	778	726	778	726	623	1090	882	363	623	207	207	0	986	259	830	2284	363	571	363	259	311	934	467	986	726	467	467	1194	467	519	882	519	467	1246	415	207	1401	934	1246	726	415	207	1557	415	623	726	1090	778	1038	519	623	363	830	207	882	1661	1661	1298	519	467	623	259	207	1142	571	519	882	467	986	1038	207	934	830	1142	1194	778	311	830	986	1090	623	1869	519	1557	1142	363	467	571	415	778	363	675	363	1401	467	830	1090	623	726	623	1194	1246	467	415	311	1765	467	1038	1194	623	1298	1869	726	207	1142	726	415	1505	311	571	726	1142	882	1557	623	778	986	259	1246	1350	830	1350	1142	726	830	986	675	830	259	363	882	467	207	1401	1298	986	1246	675	363	467	207	207	1038	1505	571	1090	1142	103	155	934	623	1142	882	519	726	675	415	986	986	623	623	986	623	519	1453	519	519	934	1246	1038	1350	1350	675	726	519	571	986	778	1194	778	1194	467	519	726	623	623	2388	882	726	1661	467	259	882	623	363	830	986	519	467	934	1038	1453	675	311	1505	311	1194	726	415	986	778	519	467	986	882	155	830	934	1142	1038	726	830	882	778	934	1194	830	467	778	1194	778	882	1038	519	726	571	519	1765	882	1194	1557	1609	519	830	1401	415	986	415	778	830	519	623	830	726	623	519	519	571	934	571	778	1246	155	259	1557	830	571	467	1298	1298	726	830	1038	830	259	519	1194	675	778	415	675	1090	1298	726	571	1038	1298	1817	778	1453	1246	571	882	726	1038	363	467	1557	882	519	830	1090	726	1142	934	1350	882	1557	934	519	1090	1038	1038	830	207	571	415	1194	571	519	1194	623	830	103	571	415	467	519	1038	415	1090	882	1038	1298	1609	623	1869	571	934	1817	571	311	467	571	1194	778	311	1090	1194	882	1453	934	311	726	1298	571	519	571	571	1090	2388	726	778	986	519	415	1246	623	830	1038	207	259	830	882	1038	934	623	467	1090	519	882	1090	726	415	571	1038	363	623	1194	1557	1661	467	571	778	623	363	882	571	467	311	986	571	726	830	311	259	934	519
1/11/2021 6:20:00 AM	4	1194	623	986	934	1038	778	1194	155	1038	155	1350	1298	675	1453	1609	1246	778	1557	519	882	1557	207	155	207	986	259	1713	103	623	1298	1298	415	1401	467	1505	1557	1038	726	1817	363	1090	1246	882	1298	1401	571	986	1505	311	571	1142	675	1713	571	155	519	1609	1038	571	986	571	986	1090	467	1194	1921	311	1038	1194	519	778	1661	571	934	830	467	1194	1453	207	519	1765	830	1401	830	103	830	830	830	934	882	675	1142	986	363	623	259	363	0	1246	363	726	2492	467	675	363	311	311	1090	519	934	882	571	519	1401	571	467	1038	726	519	1246	519	155	1453	1194	1453	675	415	207	1609	415	675	882	1298	882	1246	467	675	519	882	259	1142	1661	1557	1401	571	467	571	259	155	1298	830	363	1298	571	1142	778	311	1038	675	986	1246	726	571	726	830	1557	571	2077	623	1505	986	259	415	675	519	882	363	571	675	1609	415	778	1298	623	467	623	1142	1453	675	519	623	1557	467	1298	1505	986	1609	1921	726	207	1142	675	519	1713	363	778	934	1298	1038	1557	571	675	1090	259	1298	1350	934	1246	1038	726	778	1142	623	1090	415	155	1194	571	467	1765	1090	1038	1350	830	415	467	363	155	882	1765	934	1038	1142	155	155	934	726	1453	986	675	778	778	363	1453	1090	571	623	1350	675	623	2128	726	623	1090	1401	882	1401	1401	1142	623	726	726	882	1142	1505	830	1401	623	519	726	675	882	2492	1038	623	1765	415	363	934	830	519	882	1090	675	726	986	1194	1557	623	363	1869	259	1142	675	363	1038	934	571	519	1090	1246	103	986	1246	830	1090	726	882	1090	986	726	1194	830	415	882	1401	675	778	1609	623	778	571	571	1713	778	1246	1609	1661	467	1090	1350	519	1142	675	830	830	519	726	1090	778	675	467	675	519	1194	571	882	1401	155	311	1817	1038	571	519	1401	1557	726	1246	1090	778	363	467	1401	986	726	519	675	1038	1453	986	882	1505	1505	1765	830	1505	1246	571	1038	934	830	259	623	1401	934	519	1142	986	778	1453	986	1505	1038	1661	830	830	1557	1194	1038	934	311	830	519	1142	675	623	1090	1038	934	155	519	415	571	675	1142	363	1246	986	1298	1505	1609	571	2077	467	882	2025	675	363	726	726	1453	778	363	986	1921	1246	1557	1194	311	726	1194	519	571	675	623	986	2077	778	726	1090	467	467	1505	882	830	1090	207	311	726	1090	934	1038	675	519	1142	571	726	1246	830	415	519	1246	363	519	1194	1453	1661	571	623	830	623	519	986	623	675	311	1142	830	778	934	311	259	986	571
1/11/2021 10:20:00 AM	8	1194	675	986	882	1194	986	1453	311	934	155	1350	1713	778	1661	1713	1090	1453	1765	571	986	1661	363	155	155	1090	415	1869	155	882	1246	1298	519	1817	467	1350	1713	882	934	2128	467	1194	1038	882	1817	1505	571	1038	1921	311	675	1090	519	1713	675	207	726	1869	1090	778	1038	571	1713	1246	415	1350	1713	311	1142	1350	571	934	1505	623	1038	934	519	1350	1557	207	726	2077	778	1401	1090	155	778	934	1038	1038	882	675	1298	1038	467	726	311	415	0	1246	467	778	3011	675	623	415	259	311	1090	415	1350	1038	726	675	1453	467	363	1194	675	519	1246	571	155	1609	1090	1661	882	726	259	1557	467	1194	1090	1453	1090	1298	623	1038	467	986	415	1246	1557	1661	1246	467	571	623	259	155	1142	623	311	1194	415	1194	1038	363	1194	934	1401	1505	882	467	882	986	1505	571	2388	778	1817	1246	259	571	830	675	1194	623	675	467	1765	415	882	1298	571	726	778	1350	1765	726	467	571	1869	519	1505	1557	934	1298	2025	986	207	1038	934	467	2128	363	571	986	1090	1142	1505	571	830	1142	259	1609	1609	1038	934	1401	571	778	1090	726	986	571	207	1298	519	311	1869	1401	1038	1401	1142	571	726	311	207	1350	2077	726	1505	1453	103	207	1038	778	1661	1090	778	1298	934	415	1453	1350	882	726	1298	675	675	1869	1038	519	1142	1765	986	1401	1350	1090	778	1194	1142	1505	1038	1453	830	1505	934	726	726	726	623	2648	934	675	1973	519	363	1090	986	363	934	1090	726	778	986	1453	1817	571	363	1765	363	1246	778	571	1038	1090	571	675	1142	1038	103	1038	1765	1142	1194	726	882	1142	1038	778	1401	1090	571	934	1661	675	830	1661	726	1038	675	623	1298	778	1350	2180	1713	467	1194	1557	623	1090	675	778	1090	519	675	934	830	778	519	675	519	1453	726	778	1194	207	311	2077	1038	778	519	1713	1298	882	1350	1298	830	675	726	1557	830	986	415	675	882	1453	778	882	1350	1661	1973	1090	1609	1557	623	1246	778	1350	259	519	1246	1038	571	1142	1038	675	1453	1090	1609	986	1817	882	675	1505	1298	1090	830	259	882	675	1142	934	623	1505	675	934	259	519	519	623	726	1194	415	1401	934	1765	1453	1765	623	1869	519	1038	2180	623	467	675	882	1609	882	311	986	1713	1298	1609	986	467	882	1350	571	571	778	467	1038	2544	830	778	1350	519	675	1609	778	986	1194	207	415	986	1142	986	1246	830	363	1246	415	1038	1453	675	467	519	1350	311	519	1298	1557	1921	623	830	1142	623	415	1246	778	726	311	1453	519	830	882	311	363	1194	675
