Vessel Name: H1299-Nuc-RFP_seed-1000_metformin-gradient
Date Time	Elapsed	Metformin 0.01 mM (B2), Image 1	Metformin 0.01 mM (B2), Image 2	Metformin 0.01 mM (B2), Image 3	Metformin 0.01 mM (B2), Image 4	Metformin 0.01 mM (B2), Image 5	Metformin 0.01 mM (B2), Image 6	Metformin 0.01 mM (B2), Image 7	Metformin 0.01 mM (B2), Image 8	Metformin 0.01 mM (B2), Image 9	Metformin 0.01 mM (C2), Image 1	Metformin 0.01 mM (C2), Image 2	Metformin 0.01 mM (C2), Image 3	Metformin 0.01 mM (C2), Image 4	Metformin 0.01 mM (C2), Image 5	Metformin 0.01 mM (C2), Image 6	Metformin 0.01 mM (C2), Image 7	Metformin 0.01 mM (C2), Image 8	Metformin 0.01 mM (C2), Image 9	Metformin 0.01 mM (D2), Image 1	Metformin 0.01 mM (D2), Image 2	Metformin 0.01 mM (D2), Image 3	Metformin 0.01 mM (D2), Image 4	Metformin 0.01 mM (D2), Image 5	Metformin 0.01 mM (D2), Image 6	Metformin 0.01 mM (D2), Image 7	Metformin 0.01 mM (D2), Image 8	Metformin 0.01 mM (D2), Image 9	Metformin 0.01 mM (E2), Image 1	Metformin 0.01 mM (E2), Image 2	Metformin 0.01 mM (E2), Image 3	Metformin 0.01 mM (E2), Image 4	Metformin 0.01 mM (E2), Image 5	Metformin 0.01 mM (E2), Image 6	Metformin 0.01 mM (E2), Image 7	Metformin 0.01 mM (E2), Image 8	Metformin 0.01 mM (E2), Image 9	Metformin 0.01 mM (F2), Image 1	Metformin 0.01 mM (F2), Image 2	Metformin 0.01 mM (F2), Image 3	Metformin 0.01 mM (F2), Image 4	Metformin 0.01 mM (F2), Image 5	Metformin 0.01 mM (F2), Image 6	Metformin 0.01 mM (F2), Image 7	Metformin 0.01 mM (F2), Image 8	Metformin 0.01 mM (F2), Image 9	Metformin 0.01 mM (G2), Image 1	Metformin 0.01 mM (G2), Image 2	Metformin 0.01 mM (G2), Image 3	Metformin 0.01 mM (G2), Image 4	Metformin 0.01 mM (G2), Image 5	Metformin 0.01 mM (G2), Image 6	Metformin 0.01 mM (G2), Image 7	Metformin 0.01 mM (G2), Image 8	Metformin 0.01 mM (G2), Image 9	Metformin 0.08 mM (B3), Image 1	Metformin 0.08 mM (B3), Image 2	Metformin 0.08 mM (B3), Image 3	Metformin 0.08 mM (B3), Image 4	Metformin 0.08 mM (B3), Image 5	Metformin 0.08 mM (B3), Image 6	Metformin 0.08 mM (B3), Image 7	Metformin 0.08 mM (B3), Image 8	Metformin 0.08 mM (B3), Image 9	Metformin 0.08 mM (D3), Image 1	Metformin 0.08 mM (D3), Image 2	Metformin 0.08 mM (D3), Image 3	Metformin 0.08 mM (D3), Image 4	Metformin 0.08 mM (D3), Image 5	Metformin 0.08 mM (D3), Image 6	Metformin 0.08 mM (D3), Image 7	Metformin 0.08 mM (D3), Image 8	Metformin 0.08 mM (D3), Image 9	Metformin 0.08 mM (E3), Image 1	Metformin 0.08 mM (E3), Image 2	Metformin 0.08 mM (E3), Image 3	Metformin 0.08 mM (E3), Image 4	Metformin 0.08 mM (E3), Image 5	Metformin 0.08 mM (E3), Image 6	Metformin 0.08 mM (E3), Image 7	Metformin 0.08 mM (E3), Image 8	Metformin 0.08 mM (E3), Image 9	Metformin 0.08 mM (F3), Image 1	Metformin 0.08 mM (F3), Image 2	Metformin 0.08 mM (F3), Image 3	Metformin 0.08 mM (F3), Image 4	Metformin 0.08 mM (F3), Image 5	Metformin 0.08 mM (F3), Image 6	Metformin 0.08 mM (F3), Image 7	Metformin 0.08 mM (F3), Image 8	Metformin 0.08 mM (F3), Image 9	Metformin 0.08 mM (G3), Image 1	Metformin 0.08 mM (G3), Image 2	Metformin 0.08 mM (G3), Image 3	Metformin 0.08 mM (G3), Image 4	Metformin 0.08 mM (G3), Image 5	Metformin 0.08 mM (G3), Image 6	Metformin 0.08 mM (G3), Image 7	Metformin 0.08 mM (G3), Image 8	Metformin 0.08 mM (G3), Image 9	Metformin 0.16 mM (B4), Image 1	Metformin 0.16 mM (B4), Image 2	Metformin 0.16 mM (B4), Image 3	Metformin 0.16 mM (B4), Image 4	Metformin 0.16 mM (B4), Image 5	Metformin 0.16 mM (B4), Image 6	Metformin 0.16 mM (B4), Image 7	Metformin 0.16 mM (B4), Image 8	Metformin 0.16 mM (B4), Image 9	Metformin 0.16 mM (C4), Image 1	Metformin 0.16 mM (C4), Image 2	Metformin 0.16 mM (C4), Image 3	Metformin 0.16 mM (C4), Image 4	Metformin 0.16 mM (C4), Image 5	Metformin 0.16 mM (C4), Image 6	Metformin 0.16 mM (C4), Image 7	Metformin 0.16 mM (C4), Image 8	Metformin 0.16 mM (C4), Image 9	Metformin 0.16 mM (D4), Image 1	Metformin 0.16 mM (D4), Image 2	Metformin 0.16 mM (D4), Image 3	Metformin 0.16 mM (D4), Image 4	Metformin 0.16 mM (D4), Image 5	Metformin 0.16 mM (D4), Image 6	Metformin 0.16 mM (D4), Image 7	Metformin 0.16 mM (D4), Image 8	Metformin 0.16 mM (D4), Image 9	Metformin 0.16 mM (E4), Image 1	Metformin 0.16 mM (E4), Image 2	Metformin 0.16 mM (E4), Image 3	Metformin 0.16 mM (E4), Image 4	Metformin 0.16 mM (E4), Image 5	Metformin 0.16 mM (E4), Image 6	Metformin 0.16 mM (E4), Image 7	Metformin 0.16 mM (E4), Image 8	Metformin 0.16 mM (E4), Image 9	Metformin 0.16 mM (F4), Image 1	Metformin 0.16 mM (F4), Image 2	Metformin 0.16 mM (F4), Image 3	Metformin 0.16 mM (F4), Image 4	Metformin 0.16 mM (F4), Image 5	Metformin 0.16 mM (F4), Image 6	Metformin 0.16 mM (F4), Image 7	Metformin 0.16 mM (F4), Image 8	Metformin 0.16 mM (F4), Image 9	Metformin 0.16 mM (G4), Image 1	Metformin 0.16 mM (G4), Image 2	Metformin 0.16 mM (G4), Image 3	Metformin 0.16 mM (G4), Image 4	Metformin 0.16 mM (G4), Image 5	Metformin 0.16 mM (G4), Image 6	Metformin 0.16 mM (G4), Image 7	Metformin 0.16 mM (G4), Image 8	Metformin 0.16 mM (G4), Image 9	Metformin 0.31 mM (B5), Image 1	Metformin 0.31 mM (B5), Image 2	Metformin 0.31 mM (B5), Image 3	Metformin 0.31 mM (B5), Image 4	Metformin 0.31 mM (B5), Image 5	Metformin 0.31 mM (B5), Image 6	Metformin 0.31 mM (B5), Image 7	Metformin 0.31 mM (B5), Image 8	Metformin 0.31 mM (B5), Image 9	Metformin 0.31 mM (C5), Image 1	Metformin 0.31 mM (C5), Image 2	Metformin 0.31 mM (C5), Image 3	Metformin 0.31 mM (C5), Image 4	Metformin 0.31 mM (C5), Image 5	Metformin 0.31 mM (C5), Image 6	Metformin 0.31 mM (C5), Image 7	Metformin 0.31 mM (C5), Image 8	Metformin 0.31 mM (C5), Image 9	Metformin 0.31 mM (D5), Image 1	Metformin 0.31 mM (D5), Image 2	Metformin 0.31 mM (D5), Image 3	Metformin 0.31 mM (D5), Image 4	Metformin 0.31 mM (D5), Image 5	Metformin 0.31 mM (D5), Image 6	Metformin 0.31 mM (D5), Image 7	Metformin 0.31 mM (D5), Image 8	Metformin 0.31 mM (D5), Image 9	Metformin 0.31 mM (E5), Image 1	Metformin 0.31 mM (E5), Image 2	Metformin 0.31 mM (E5), Image 3	Metformin 0.31 mM (E5), Image 4	Metformin 0.31 mM (E5), Image 5	Metformin 0.31 mM (E5), Image 6	Metformin 0.31 mM (E5), Image 7	Metformin 0.31 mM (E5), Image 8	Metformin 0.31 mM (E5), Image 9	Metformin 0.31 mM (F5), Image 1	Metformin 0.31 mM (F5), Image 2	Metformin 0.31 mM (F5), Image 3	Metformin 0.31 mM (F5), Image 4	Metformin 0.31 mM (F5), Image 5	Metformin 0.31 mM (F5), Image 6	Metformin 0.31 mM (F5), Image 7	Metformin 0.31 mM (F5), Image 8	Metformin 0.31 mM (F5), Image 9	Metformin 0.31 mM (G5), Image 1	Metformin 0.31 mM (G5), Image 2	Metformin 0.31 mM (G5), Image 3	Metformin 0.31 mM (G5), Image 4	Metformin 0.31 mM (G5), Image 5	Metformin 0.31 mM (G5), Image 6	Metformin 0.31 mM (G5), Image 7	Metformin 0.31 mM (G5), Image 8	Metformin 0.31 mM (G5), Image 9	Metformin 0.63 mM (B6), Image 1	Metformin 0.63 mM (B6), Image 2	Metformin 0.63 mM (B6), Image 3	Metformin 0.63 mM (B6), Image 4	Metformin 0.63 mM (B6), Image 5	Metformin 0.63 mM (B6), Image 6	Metformin 0.63 mM (B6), Image 7	Metformin 0.63 mM (B6), Image 8	Metformin 0.63 mM (B6), Image 9	Metformin 0.63 mM (C6), Image 1	Metformin 0.63 mM (C6), Image 2	Metformin 0.63 mM (C6), Image 3	Metformin 0.63 mM (C6), Image 4	Metformin 0.63 mM (C6), Image 5	Metformin 0.63 mM (C6), Image 6	Metformin 0.63 mM (C6), Image 7	Metformin 0.63 mM (C6), Image 8	Metformin 0.63 mM (C6), Image 9	Metformin 0.63 mM (D6), Image 1	Metformin 0.63 mM (D6), Image 2	Metformin 0.63 mM (D6), Image 3	Metformin 0.63 mM (D6), Image 4	Metformin 0.63 mM (D6), Image 5	Metformin 0.63 mM (D6), Image 6	Metformin 0.63 mM (D6), Image 7	Metformin 0.63 mM (D6), Image 8	Metformin 0.63 mM (D6), Image 9	Metformin 0.63 mM (E6), Image 1	Metformin 0.63 mM (E6), Image 2	Metformin 0.63 mM (E6), Image 3	Metformin 0.63 mM (E6), Image 4	Metformin 0.63 mM (E6), Image 5	Metformin 0.63 mM (E6), Image 6	Metformin 0.63 mM (E6), Image 7	Metformin 0.63 mM (E6), Image 8	Metformin 0.63 mM (E6), Image 9	Metformin 0.63 mM (F6), Image 1	Metformin 0.63 mM (F6), Image 2	Metformin 0.63 mM (F6), Image 3	Metformin 0.63 mM (F6), Image 4	Metformin 0.63 mM (F6), Image 5	Metformin 0.63 mM (F6), Image 6	Metformin 0.63 mM (F6), Image 7	Metformin 0.63 mM (F6), Image 8	Metformin 0.63 mM (F6), Image 9	Metformin 0.63 mM (G6), Image 1	Metformin 0.63 mM (G6), Image 2	Metformin 0.63 mM (G6), Image 3	Metformin 0.63 mM (G6), Image 4	Metformin 0.63 mM (G6), Image 5	Metformin 0.63 mM (G6), Image 6	Metformin 0.63 mM (G6), Image 7	Metformin 0.63 mM (G6), Image 8	Metformin 0.63 mM (G6), Image 9	Metformin 1.25 mM (B7), Image 1	Metformin 1.25 mM (B7), Image 2	Metformin 1.25 mM (B7), Image 3	Metformin 1.25 mM (B7), Image 4	Metformin 1.25 mM (B7), Image 5	Metformin 1.25 mM (B7), Image 6	Metformin 1.25 mM (B7), Image 7	Metformin 1.25 mM (B7), Image 8	Metformin 1.25 mM (B7), Image 9	Metformin 1.25 mM (C7), Image 1	Metformin 1.25 mM (C7), Image 2	Metformin 1.25 mM (C7), Image 3	Metformin 1.25 mM (C7), Image 4	Metformin 1.25 mM (C7), Image 5	Metformin 1.25 mM (C7), Image 6	Metformin 1.25 mM (C7), Image 7	Metformin 1.25 mM (C7), Image 8	Metformin 1.25 mM (C7), Image 9	Metformin 1.25 mM (D7), Image 1	Metformin 1.25 mM (D7), Image 2	Metformin 1.25 mM (D7), Image 3	Metformin 1.25 mM (D7), Image 4	Metformin 1.25 mM (D7), Image 5	Metformin 1.25 mM (D7), Image 6	Metformin 1.25 mM (D7), Image 7	Metformin 1.25 mM (D7), Image 8	Metformin 1.25 mM (D7), Image 9	Metformin 1.25 mM (E7), Image 1	Metformin 1.25 mM (E7), Image 2	Metformin 1.25 mM (E7), Image 3	Metformin 1.25 mM (E7), Image 4	Metformin 1.25 mM (E7), Image 5	Metformin 1.25 mM (E7), Image 6	Metformin 1.25 mM (E7), Image 7	Metformin 1.25 mM (E7), Image 8	Metformin 1.25 mM (E7), Image 9	Metformin 1.25 mM (F7), Image 1	Metformin 1.25 mM (F7), Image 2	Metformin 1.25 mM (F7), Image 3	Metformin 1.25 mM (F7), Image 4	Metformin 1.25 mM (F7), Image 5	Metformin 1.25 mM (F7), Image 6	Metformin 1.25 mM (F7), Image 7	Metformin 1.25 mM (F7), Image 8	Metformin 1.25 mM (F7), Image 9	Metformin 1.25 mM (G7), Image 1	Metformin 1.25 mM (G7), Image 2	Metformin 1.25 mM (G7), Image 3	Metformin 1.25 mM (G7), Image 4	Metformin 1.25 mM (G7), Image 5	Metformin 1.25 mM (G7), Image 6	Metformin 1.25 mM (G7), Image 7	Metformin 1.25 mM (G7), Image 8	Metformin 1.25 mM (G7), Image 9	Metformin 2.5 mM (B8), Image 1	Metformin 2.5 mM (B8), Image 2	Metformin 2.5 mM (B8), Image 3	Metformin 2.5 mM (B8), Image 4	Metformin 2.5 mM (B8), Image 5	Metformin 2.5 mM (B8), Image 6	Metformin 2.5 mM (B8), Image 7	Metformin 2.5 mM (B8), Image 8	Metformin 2.5 mM (B8), Image 9	Metformin 2.5 mM (C8), Image 1	Metformin 2.5 mM (C8), Image 2	Metformin 2.5 mM (C8), Image 3	Metformin 2.5 mM (C8), Image 4	Metformin 2.5 mM (C8), Image 5	Metformin 2.5 mM (C8), Image 6	Metformin 2.5 mM (C8), Image 7	Metformin 2.5 mM (C8), Image 8	Metformin 2.5 mM (C8), Image 9	Metformin 2.5 mM (D8), Image 1	Metformin 2.5 mM (D8), Image 2	Metformin 2.5 mM (D8), Image 3	Metformin 2.5 mM (D8), Image 4	Metformin 2.5 mM (D8), Image 5	Metformin 2.5 mM (D8), Image 6	Metformin 2.5 mM (D8), Image 7	Metformin 2.5 mM (D8), Image 8	Metformin 2.5 mM (D8), Image 9	Metformin 2.5 mM (E8), Image 1	Metformin 2.5 mM (E8), Image 2	Metformin 2.5 mM (E8), Image 3	Metformin 2.5 mM (E8), Image 4	Metformin 2.5 mM (E8), Image 5	Metformin 2.5 mM (E8), Image 6	Metformin 2.5 mM (E8), Image 7	Metformin 2.5 mM (E8), Image 8	Metformin 2.5 mM (E8), Image 9	Metformin 2.5 mM (F8), Image 1	Metformin 2.5 mM (F8), Image 2	Metformin 2.5 mM (F8), Image 3	Metformin 2.5 mM (F8), Image 4	Metformin 2.5 mM (F8), Image 5	Metformin 2.5 mM (F8), Image 6	Metformin 2.5 mM (F8), Image 7	Metformin 2.5 mM (F8), Image 8	Metformin 2.5 mM (F8), Image 9	Metformin 2.5 mM (G8), Image 1	Metformin 2.5 mM (G8), Image 2	Metformin 2.5 mM (G8), Image 3	Metformin 2.5 mM (G8), Image 4	Metformin 2.5 mM (G8), Image 5	Metformin 2.5 mM (G8), Image 6	Metformin 2.5 mM (G8), Image 7	Metformin 2.5 mM (G8), Image 8	Metformin 2.5 mM (G8), Image 9	Metformin 5 mM (B9), Image 1	Metformin 5 mM (B9), Image 2	Metformin 5 mM (B9), Image 3	Metformin 5 mM (B9), Image 4	Metformin 5 mM (B9), Image 5	Metformin 5 mM (B9), Image 6	Metformin 5 mM (B9), Image 7	Metformin 5 mM (B9), Image 8	Metformin 5 mM (B9), Image 9	Metformin 5 mM (D9), Image 1	Metformin 5 mM (D9), Image 2	Metformin 5 mM (D9), Image 3	Metformin 5 mM (D9), Image 4	Metformin 5 mM (D9), Image 5	Metformin 5 mM (D9), Image 6	Metformin 5 mM (D9), Image 7	Metformin 5 mM (D9), Image 8	Metformin 5 mM (D9), Image 9	Metformin 5 mM (E9), Image 1	Metformin 5 mM (E9), Image 2	Metformin 5 mM (E9), Image 3	Metformin 5 mM (E9), Image 4	Metformin 5 mM (E9), Image 5	Metformin 5 mM (E9), Image 6	Metformin 5 mM (E9), Image 7	Metformin 5 mM (E9), Image 8	Metformin 5 mM (E9), Image 9	Metformin 5 mM (F9), Image 1	Metformin 5 mM (F9), Image 2	Metformin 5 mM (F9), Image 3	Metformin 5 mM (F9), Image 4	Metformin 5 mM (F9), Image 5	Metformin 5 mM (F9), Image 6	Metformin 5 mM (F9), Image 7	Metformin 5 mM (F9), Image 8	Metformin 5 mM (F9), Image 9	Metformin 5 mM (G9), Image 1	Metformin 5 mM (G9), Image 2	Metformin 5 mM (G9), Image 3	Metformin 5 mM (G9), Image 4	Metformin 5 mM (G9), Image 5	Metformin 5 mM (G9), Image 6	Metformin 5 mM (G9), Image 7	Metformin 5 mM (G9), Image 8	Metformin 5 mM (G9), Image 9	Metformin 10 mM (B10), Image 1	Metformin 10 mM (B10), Image 2	Metformin 10 mM (B10), Image 3	Metformin 10 mM (B10), Image 4	Metformin 10 mM (B10), Image 5	Metformin 10 mM (B10), Image 6	Metformin 10 mM (B10), Image 7	Metformin 10 mM (B10), Image 8	Metformin 10 mM (B10), Image 9	Metformin 10 mM (C10), Image 1	Metformin 10 mM (C10), Image 2	Metformin 10 mM (C10), Image 3	Metformin 10 mM (C10), Image 4	Metformin 10 mM (C10), Image 5	Metformin 10 mM (C10), Image 6	Metformin 10 mM (C10), Image 7	Metformin 10 mM (C10), Image 8	Metformin 10 mM (C10), Image 9	Metformin 10 mM (D10), Image 1	Metformin 10 mM (D10), Image 2	Metformin 10 mM (D10), Image 3	Metformin 10 mM (D10), Image 4	Metformin 10 mM (D10), Image 5	Metformin 10 mM (D10), Image 6	Metformin 10 mM (D10), Image 7	Metformin 10 mM (D10), Image 8	Metformin 10 mM (D10), Image 9	Metformin 10 mM (E10), Image 1	Metformin 10 mM (E10), Image 2	Metformin 10 mM (E10), Image 3	Metformin 10 mM (E10), Image 4	Metformin 10 mM (E10), Image 5	Metformin 10 mM (E10), Image 6	Metformin 10 mM (E10), Image 7	Metformin 10 mM (E10), Image 8	Metformin 10 mM (E10), Image 9	Metformin 10 mM (F10), Image 1	Metformin 10 mM (F10), Image 2	Metformin 10 mM (F10), Image 3	Metformin 10 mM (F10), Image 4	Metformin 10 mM (F10), Image 5	Metformin 10 mM (F10), Image 6	Metformin 10 mM (F10), Image 7	Metformin 10 mM (F10), Image 8	Metformin 10 mM (F10), Image 9	Metformin 10 mM (G10), Image 1	Metformin 10 mM (G10), Image 2	Metformin 10 mM (G10), Image 3	Metformin 10 mM (G10), Image 4	Metformin 10 mM (G10), Image 5	Metformin 10 mM (G10), Image 6	Metformin 10 mM (G10), Image 7	Metformin 10 mM (G10), Image 8	Metformin 10 mM (G10), Image 9	Metformin 20 mM (B11), Image 1	Metformin 20 mM (B11), Image 2	Metformin 20 mM (B11), Image 3	Metformin 20 mM (B11), Image 4	Metformin 20 mM (B11), Image 5	Metformin 20 mM (B11), Image 6	Metformin 20 mM (B11), Image 7	Metformin 20 mM (B11), Image 8	Metformin 20 mM (B11), Image 9	Metformin 20 mM (C11), Image 1	Metformin 20 mM (C11), Image 2	Metformin 20 mM (C11), Image 3	Metformin 20 mM (C11), Image 4	Metformin 20 mM (C11), Image 5	Metformin 20 mM (C11), Image 6	Metformin 20 mM (C11), Image 7	Metformin 20 mM (C11), Image 8	Metformin 20 mM (C11), Image 9	Metformin 20 mM (D11), Image 1	Metformin 20 mM (D11), Image 2	Metformin 20 mM (D11), Image 3	Metformin 20 mM (D11), Image 4	Metformin 20 mM (D11), Image 5	Metformin 20 mM (D11), Image 6	Metformin 20 mM (D11), Image 7	Metformin 20 mM (D11), Image 8	Metformin 20 mM (D11), Image 9	Metformin 20 mM (E11), Image 1	Metformin 20 mM (E11), Image 2	Metformin 20 mM (E11), Image 3	Metformin 20 mM (E11), Image 4	Metformin 20 mM (E11), Image 5	Metformin 20 mM (E11), Image 6	Metformin 20 mM (E11), Image 7	Metformin 20 mM (E11), Image 8	Metformin 20 mM (E11), Image 9	Metformin 20 mM (F11), Image 1	Metformin 20 mM (F11), Image 2	Metformin 20 mM (F11), Image 3	Metformin 20 mM (F11), Image 4	Metformin 20 mM (F11), Image 5	Metformin 20 mM (F11), Image 6	Metformin 20 mM (F11), Image 7	Metformin 20 mM (F11), Image 8	Metformin 20 mM (F11), Image 9	Metformin 20 mM (G11), Image 1	Metformin 20 mM (G11), Image 2	Metformin 20 mM (G11), Image 3	Metformin 20 mM (G11), Image 4	Metformin 20 mM (G11), Image 5	Metformin 20 mM (G11), Image 6	Metformin 20 mM (G11), Image 7	Metformin 20 mM (G11), Image 8	Metformin 20 mM (G11), Image 9
1/11/2021 3:00:00 AM	0	882	1921	2803	1246	1609	2025	1142	1505	2959	675	1609	2284	467	1817	1973	1973	2284	3842	830	2284	2440	1298	2284	2128	2492	2596	1921	571	1661	2128	934	2388	2648	1765	2648	1401	1401	2232	1090	1090	1401	2284	1713	3115	1869	726	778	1921	726	1817	2336	934	1350	1869	1298	1557	1661	1298	934	1505	1246	1765	2492	1557	1869	1038	830	934	3323	778	1557	1869	571	1246	2336	519	1246	1921	623	1453	2959	1765	1350	2959	1505	1869	3375	2077	1194	3375	1713	1557	1557	882	1142	1973	1194	1661	2492	1817	1453	1817	1453	1298	1505	778	1246	2648	934	1090	2284	259	1505	3063	2700	2544	2180	571	1661	2907	778	882	2232	882	1921	2180	1246	986	1817	1557	986	1921	1713	1765	1921	1090	1661	1921	778	934	2440	1661	934	2180	934	726	2180	1869	1869	1453	1661	1661	1973	1401	1505	2959	882	571	1765	1142	1194	2596	1765	519	2128	675	1350	1453	1246	2336	2544	2284	1921	1869	1194	2284	2388	1090	986	1817	986	1557	1246	830	1142	1713	1246	1557	4257	1869	1246	3375	882	882	2025	675	1921	3063	1973	519	1557	1038	571	2232	1817	1661	2492	1557	2128	1973	830	1609	1401	2128	2180	1973	2025	986	2752	830	1505	1817	1609	1765	2284	726	1713	3011	986	1609	2025	1713	1090	2492	1921	1194	2077	1505	1973	1921	1609	2180	2077	1246	2907	1557	1713	1817	1038	1609	1194	2128	1453	1661	1505	1194	1298	1453	3063	2544	2025	1869	2336	2440	1246	1298	2284	1921	2180	1765	2180	2959	1557	1973	1401	2180	1817	1246	2077	2232	2492	2596	1713	1609	1973	2077	2388	1298	934	519	1817	778	1505	1505	2959	2284	1505	1505	1973	1817	2492	1194	1142	1505	2336	1765	1609	882	1505	1609	1142	1713	2336	1973	1765	1765	1817	1298	3063	1557	1817	1453	1661	1713	2180	1401	1142	986	1246	2544	1609	882	1298	3167	1453	1350	1765	1453	1557	1973	1817	1350	2907	2544	1505	2232	571	2180	2752	830	1401	1817	1609	2232	2336	1609	1921	1661	1453	1713	1869	571	1869	1869	1609	1038	1921	2180	2388	2544	1973	1817	2025	1869	934	415	623	1869	2128	1453	1869	2077	1090	1350	1609	1401	3011	1505	1298	1298	1142	830	1973	2700	1401	2907	1973	2752	1194	2180	778	2025	2803	1453	2077	1246	1350	1557	1765	1401	2336	1973	1246	1817	1765	1557	1921	882	934	1661	1090	882	2388	1973	1350	1713	1817	1194	1505	1350	1298	1038	1557	2440	2596	1973	2232	1973	1453	1298	1973	1921	2077	1609	1921	726	1401	2803	2596	2907	1453	1921	2180	1713	934	882	2180	1817	2128	1453	934	2077	1453	882	1038	1557	1090	2077	1921	1973	1817	2492	1090	1401	1921	519	2025	1401	1298	1973	1765	1453	1298	1609	1973	1609	1453	986	2700	1401	2648	830	1869	1609	2907	1557	1194	934	1973	1453	1609	726	1713	2284	2284	986	1090	1194	2492	882	2752	1557	1142	1765	830	623	1505	1609	1298	1869	934	1142
1/11/2021 7:00:00 AM	4	882	2232	3478	1557	1505	2492	1505	1765	3167	623	2077	2180	726	2025	2284	2025	2648	3375	882	2596	2803	1453	2596	2232	2596	3219	2077	675	1505	2284	1090	2440	3323	1921	2388	1765	1921	2128	1505	1194	1298	2855	2440	3530	2077	1090	778	1973	986	1661	2596	1038	1557	1973	1713	2077	2336	1505	1090	1557	1505	2025	2492	1713	2025	1401	830	986	2959	986	1765	2180	519	1246	2180	623	1453	2336	934	1090	3063	2284	1453	3271	1194	2128	3530	2025	1350	3686	1557	1661	1505	882	1557	1869	1401	1973	2959	1921	1921	1973	1661	1401	1298	1453	1817	2855	986	1350	2544	415	1298	3063	2959	2700	2700	571	1921	3427	1401	1194	2648	986	2440	2544	1453	882	1973	1817	1194	1869	1557	1765	1973	1246	1973	2336	726	1038	3271	1661	1090	2284	1350	882	2077	1557	2077	1453	1817	1557	2648	1713	1557	2855	1038	830	1765	1246	1246	2752	1921	519	2180	778	1453	1713	1401	2388	2959	2648	2180	2388	1505	2492	2336	1401	1142	2440	934	1350	1246	1038	1350	1817	1194	1661	4205	1817	1453	3998	1038	1090	1817	675	2077	3427	2232	675	1973	1038	623	2440	2128	1453	3686	1713	2232	2284	986	1609	1401	2232	2752	2180	1661	1090	2855	675	1713	2077	1713	2128	2492	934	1609	3011	1090	1765	1973	1661	1038	2544	1921	1401	2180	1817	2803	2232	2128	2388	2180	1090	2752	1609	2128	2180	1038	1661	1609	2336	1298	1713	1350	1090	1038	1713	2959	2336	2336	1973	2648	2803	1090	1609	2336	1921	2388	1869	2336	3375	1298	1869	1661	2440	2025	1765	2025	2336	2544	2492	1609	1713	2388	2180	2388	1350	1194	623	1869	1453	1401	1921	3011	2544	1557	1973	2025	1869	2855	1453	1350	1609	2700	2284	2077	1090	1557	1453	1038	1973	2752	2077	1869	1869	2077	1298	2959	1921	2077	1350	1869	1713	2803	1298	1350	675	1401	2440	1973	1090	1765	3634	1609	1453	1869	1453	1194	1817	1765	1453	3219	2752	1765	2077	726	2700	3011	830	1609	1921	1609	2232	2803	1557	1869	2128	1505	2025	2284	726	2492	2025	1921	1298	1505	2025	2907	3323	2180	1661	2232	2077	1038	467	519	2388	1973	1557	2180	2596	1194	1350	1869	1246	2855	1921	1350	1505	1142	1246	2077	3011	1869	2907	1973	3011	1401	1869	726	1869	2855	1817	1869	1246	1453	1713	2180	1505	2648	2180	1246	1869	2180	1869	1817	1246	1142	2180	1194	1194	2492	2336	1505	1817	1921	1505	1557	1609	1350	1350	1921	2440	2855	2284	2284	2284	1505	1661	2180	2336	2440	2128	1973	1090	1765	3011	2544	3530	1869	2752	1869	1765	1038	882	2907	2025	2596	1765	934	2336	1453	1090	1350	1713	1246	2025	2284	2232	2180	2803	1350	1557	2180	623	2077	2284	1246	2077	2180	2077	1350	2025	1869	1817	1401	1038	2492	1350	2544	986	1921	1557	3582	1817	1142	1194	1713	1557	1505	726	1557	2440	1869	1142	1609	1350	2440	986	3323	1765	1401	1661	1090	675	1661	1817	1505	2232	1350	1246
