Vessel Name: Asn_uptake-flux_t0
Date Time	Elapsed	A1	B1	A2	B2	A3	B3
10/3/2020 1:52:00 AM	0	175307.2	170107.4	169350.8	167342.5	170602.6	168607.9
10/3/2020 3:52:00 AM	2	181566.2	175885	176380.2	174701.9	177301.8	175197.1
10/3/2020 5:52:00 AM	4	193313.9	187632.6	185596.8	185252.8	187137.4	187536.4
10/3/2020 7:52:00 AM	6	205144.2	200934.8	199036.5	197289.4	198568.7	198692.6
10/3/2020 9:52:00 AM	8	217112	214745.9	213384	209780	211953.4	209656.1
